Abhish;title$ffworkbench$framework$defaultMainframeTitle;Workbench FORCAM FORCE™
1;lbl$ffworkbench$materialConfigurator$columnHeaderFactorLowerOutlierLimit;Untere Abweichung
1;lbl$ffworkbench$materialConfigurator$columnHeaderFactorUpperOutlierLimit;Obere Abweichung
1;err$ffworkbench$materialConfigurator$outlierLimitLesserThanZero;Material-Teb '&1' enthält Abweichungsfaktor kleiner als 0.
1;err$ffworkbench$materialConfigurator$noAssignedWorkplaceToMatTeb;Material-Teb hat keinen zugewiesenen Arbeitsplatz.
1;err$ffworkbench$materialConfigurator$noAssignedMaterialToMatTeb;Material-Teb hat kein zugewiesenes Material.
1;err$ffworkbench$materialConfigurator$outlierLimitLesserGreaterUpper;Bei Material-Teb '&1' ist unterer Abweichungsfaktor > als oberer Abweichungsfaktor.
1;lbl$ffworkbench$materialConfigurator$materialTebHistory;Historie Ist-Stückzeiten (Dezimal Min.)
1;lbl$ffworkbench$materialConfigurator$columnHeaderMultiplicator;Multiplikator
1;lbl$ffworkbench$materialConfigurator$columnHeaderDivisor;Divisor
1;title$ffworkbench$workplaceHierarchyConfigurator$workplaceHierarchy;Arbeitsplatz-Hierarchie
1;title$ffworkbench$workplaceHierarchyConfigurator$hierarchies;Hierarchien
1;title$ffworkbench$workplaceHierarchyConfigurator$hierarchylevels;Hierarchie-Ebenen
1;title$ffworkbench$workplaceHierarchyConfigurator$hierarchytree;Hierarchie-Baum
1;err$ffworkbench$workplaceHierarchyConfigurator$hierarchyNodeReferencedByConstraint;Der Hierarchieknoten wird durch andere Objekte referenziert und kann nicht gelöscht werden.
1;lbl$ffworkbench$malfunctionTreeConfigurator$malfunctionSelection;Statusgrund Auswahl
1;lbl$ffworkbench$malfunctionTreeConfigurator$malfunctionTreeSelection;Teilbaum Auswahl (Vorlage)
1;lbl$ffworkbench$malfunctionTreeConfigurator$malfunctionTreeForceImport;Import erzwingen?
1;lbl$ffworkbench$malfunctionTreeConfigurator$malfunctionTreeImportTree;Statusgrundbaum importieren
1;lbl$ffworkbench$malfunctionTreeConfigurator$malfunctionTreeExportTree;Statusgrundbaum exportieren
1;lbl$ffworkbench$malfunctionTreeConfigurator$malfunctionTreeExportFormat;Exportformat
1;lbl$ffworkbench$malfunctionTreeConfigurator$malfunctionTreeExportFormatXML;XML
1;lbl$ffworkbench$malfunctionTreeConfigurator$malfunctionTreeExportFormatBinary;Binär
1;tt$ffworkbench$malfunctionTreeConfigurator$showLevels;Zeige Ebenen-Nummer
1;title$ffworkbench$malfunctionTreeConfigurator$malfunctionTree;Störcode Baum
1;lbl$ffworkbench$accessDescriptor$editFromLevel2;Störcode Baum ab Ebene 2 bearbeiten 
1;lbl$ffworkbench$accessDescriptor$editFromLevel3;Störcode Baum ab Ebene 3 bearbeiten
1;lbl$ffworkbench$accessDescriptor$editFromLevel4;Störcode Baum ab Ebene 4 bearbeiten
1;lbl$ffworkbench$accessDescriptor$editFromLevel5;Störcode Baum ab Ebene 5 bearbeiten
1;lbl$ffworkbench$accessDescriptor$editFromLevel6;Störcode Baum ab Ebene 6 bearbeiten
1;lbl$ffworkbench$accessDescriptor$editFromLevel7;Störcode Baum ab Ebene 7 bearbeiten
1;title$ffworkbench$operationTypeConfigurator$typeDefinitions;Auftragsarten
1;lbl$ffworkbench$operationTypeDefinitionPageBean$columnHeaderHarbourRelevant;Harbour relevant
1;err$ffworkbench$operationTypeConfigurator$duplicateOperationType;Es existiert bereits eine Auftragart mit Code=&1.
1;title$ffworkbench$deviationReasonConfigurator$deviationReasons;Abweichungsgründe
1;lbl$ffworkbench$deviationReason;Abweichungsgrund
1;err$ffworkbench$deviationReasonConfigurator$duplicateDeviationReason;Es existiert bereits ein Abweichungsgrund mit Code=&1.
1;title$ffworkbench$reportVariableConfiguration$reportVariable;Report-Variablen
1;lbl$ffworkbench$reportVariable;Report-Variablen
1;lbl$ffworkbench$columnHeaderKey;Name
1;err$ffworkbench$reportVariableConfiguration$keyNotNull;Spalte "Name" darf nicht leer sein.
1;title$ffworkbench$qualificationConfigurator$qualification;Qualifikation
1;lbl$ffworkbench$qualificationRole;Qualifikationsrolle
1;err$ffworkbench$qualificationConfigurator$duplicateQualificationRole;Es existiert bereits eine Qualifikationsrolle mit Code=&1.
1;title$ffworkbench$bookingTypeConfigurator$bookingTypes;Buchungstypen
1;lbl$ffworkbench$bookingType;Buchungstyp
1;err$ffworkbench$bookingTypeConfigurator$duplicateBookingType;Es existiert bereits ein Buchungstyp mit Code=&1.
1;tt$ffworkbench$malfunctionTreePageBean$navigateBack;Zurück
1;tt$ffworkbench$malfunctionTreePageBean$navigateBackTo;Zurück zu: &1
1;tt$ffworkbench$malfunctionTreePageBean$navigateForward;Vor
1;tt$ffworkbench$malfunctionTreePageBean$navigateForwardTo;Vor zu: &1
1;tt$ffworkbench$malfunctionTreePageBean$adjustMalfunctionSelectionGridEnabled;Auto. Ausrichtung Statusgründe ein
1;tt$ffworkbench$malfunctionTreePageBean$adjustMalfunctionSelectionGridDisabled;Auto. Ausrichtung Statusgründe aus
1;tt$ffworkbench$malfunctionTreePageBean$keepSelectionEnabled;Selektion folgt eingefügtem Element ein
1;tt$ffworkbench$malfunctionTreePageBean$keepSelectionDisabled;Selektion folgt eingefügtem Element aus
1;title$ffworkbench$malfunctionTreePageBean$minClassifierLevel;Min.-Klassifizierungstiefe
1;err$ffworkbench$malfunctionTreePageBean$duplicateMalfunctionAssignment;Ein oder mehrere Statusgründe existieren bereits im selektierten Knoten
1;err$ffworkbench$malfunctionTreePageBean$duplicateMalfunctionAssignmentData;'&1'|'&2'
1;err$ffworkbench$malfunctionTreePageBean$duplicateMalfunctionAssignmentDataHeader;Folgende Statusgründe existieren bereits im selektierten Knoten
1;lbl$ffworkbench$malfunctionReasonChooserPageBean$fromLevel;Ab Ebene
1;lbl$ffworkbench$statusDefinitionPageBean$columnHeaderActiveStatus;Report-Flag
1;lbl$ffworkbench$workplaceHierarchyTab$columnHeaderUnique;Eindeutig
1;lbl$ffworkbench$workplaceHierarchyTab$columnHeaderLevels;Anzahl Ebenen
1;lbl$ffworkbench$workplaceHierarchyTab$sapHierarchyCode;SAP-Hierarchie
1;lbl$ffworkbench$workplaceHierarchyTab$dncHierarchyCode;DNC-Hierarchie
1;lbl$ffworkbench$workplaceHierarchyTab$worktimeHierarchyCode;Arbeitszeit-Hierarchie
1;lbl$ffworkbench$workplaceHierarchyTab$lineHierarchyCode;Linien-Hierarchie
1;err$ffworkbench$workplaceHierarchyTab$duplicateShortDesc;Einige Kurzbeschreibungen sind identisch mit den Kurzbeschreibungen derselben Sprache. Hier klicken für mehr Informationen...
1;err$ffworkbench$workplaceHierarchyTab$duplicateDesc;Einige Hierarchie-Beschreibungen sind identisch mit den Hierarchie-Beschreibungen der selben Sprache. Hier klicken für mehr Informationen...
1;err$ffworkbench$workplaceHierarchyTab$duplicateBothDesc;Einige Kurzbeschreibungen und Beschreibungen sind identisch mit den Kurzbeschreibungen und Beschreibungen der selben Sprache. Hier klicken für mehr Informationen...
1;err$ffworkbench$workplaceHierarchyTab$duplicateDescStart;Folgende Duplikate in der Beschreibung gefunden! Information wird im folgenden Format angegeben.
1;err$ffworkbench$workplaceHierarchyTab$duplicateShortDescStart;Folgende Duplikate in der Kurzbeschreibung gefunden! Information wir im folgenden Format angegeben.
1;err$ffworkbench$workplaceHierarchyTab$duplicateDescHeader;[Fehler('Code'/'Beschr.')]:[Quelle('Code'/'Beschr.')]:['Region'/'Land']
1;err$ffworkbench$workplaceHierarchyTab$duplicateShortDescHeader;[Fehler('Code'/'Kurzbeschr.')]:[Quelle('Code'/'Kurzbeschr.')]:['Region'/'Land']
1;err$ffworkbench$workplaceHierarchyTab$duplicateShortDescEmpty;In einer oder mehreren 'Kurzbeschreibungen' der Hierarchien ist die Sprache '&1' nicht gesetzt
1;err$ffworkbench$workplaceHierarchyTab$duplicateDescEmpty;In einer oder mehreren 'Beschreibung' der Hierarchien ist die Sprache '&1' nicht gesetzt
1;err$ffworkbench$workplaceHierarchyTab$duplicateShortDescNull;In einer oder mehreren 'Kurzbeschreibungen' ist keine Sprache gesetzt
1;err$ffworkbench$workplaceHierarchyTab$duplicateDescNull;In einigen 'Kurzbeschreibungen' ist keine Sprache gesetzt
1;err$ffworkbench$workplaceHierarchyTab$hierarchyInUseByRoleEditor;Die Hierarchie kann nicht gelöscht werden, da einer seiner Knoten von einer Benutzer-Rolle verwendet wird
1;lbl$ffworkbench$workplaceHierarchyLevelTab$columnHeaderLevelNumber;Ebene
1;lbl$ffworkbench$workplaceHierarchyLevelTab$hierarchy;Hierarchie
1;err$ffworkbench$workplaceHierarchyNodeTab$duplicateWorkplaceUnique;Der Arbeitsplatz &1 kommt in der Hierarchie &2 doppelt vor.
1;err$ffworkbench$workplaceHierarchyNodeTab$duplicateWorkplaceNonUnique;Der Arbeitsplatz &1 kommt in &2 doppelt vor.
1;err$ffworkbench$workplaceHierarchyNodeTab$duplicateMnemonic;Das Kürzel &1 kommt in der Hierarchie &2 / Ebene &3 doppelt vor.
1;err$ffworkbench$workplaceHierarchyNodeTab$missingWorkplace;Bitte geben sie einen Arbeitsplatz ein.
1;lbl$ffworkbench$workplaceHierarchyNodeTab$columnHeaderDescriptionWorkplace;Beschreibung / Arbeitsplatz
1;err$ffworkbench$workplaceHierarchyNodeTab$nodeInUseByRoleEditor;Der Knoten kann nicht gelöscht werden, da entweder der Knoten selbst oder eines seiner Kinder in der Rollenzuweisung als organisatorische Einheit zugewiesen ist
1;title$ffworkbench$propertyConfigurator$configurations;System
1;msg$ffworkbench$propertyConfigurator$noAssignedCfgForNode;Der Knoten '&1' hat keine zugewiesene Konfiguration.
1;msg$ffworkbench$propertyConfigurator$missingCfgForNode;Keine oder nur leere Konfiguration für '&1' vorhanden.
1;msg$ffworkbench$propertyConfigurator$loadedCfgForNode;Konfiguration erfolgreich geladen.
1;title$ffworkbench$configurationDialog$configuration;Konfiguration bearbeiten
1;err$ffworkbench$configurationDialogPageBean$configInitError;Fehler bei der Initialisierung der Konfiguration.
1;err$ffworkbench$configurationDialogPageBean$configurationSaveError;Fehler beim Speichern der Konfiguration.
1;lbl$ffworkbench$basepageTab$columnHeaderDetails;Details
1;title$ffworkbench$launcher$treeTitle;  Navigator
1;lbl$ffworkbench$launcher$treeFolderWebtouch;Shop Floor Terminal
1;lbl$ffworkbench$launcher$treeFolderSystemAdministration;System Administration
1;lbl$ffworkbench$launcher$treeFolderConfigurations;Konfigurationen
1;lbl$ffworkbench$launcher$treeFolderCorrections;Korrekturen
1;lbl$ffworkbench$launcher$treeNodeImportExport;Import/Export
1;lbl$ffworkbench$launcher$treeNodeTerminal;Terminal
1;lbl$ffworkbench$launcher$treeFolderMasterData;Stammdaten
1;lbl$ffworkbench$launcher$treeNodeMachinesAndWorkplaces;Maschinen/Arbeitsplätze
1;lbl$ffworkbench$launcher$treeNodeErpData;ERP Schlüssel
1;lbl$ffworkbench$launcher$treeNodeEmployees;Beschäftigte
1;lbl$ffworkbench$launcher$treeFolderProductionTools;Fertigungsdatenmanagement
1;lbl$ffworkbench$launcher$treeFolderPTConfig;FDM Konfigurationen
1;lbl$ffworkbench$launcher$treeFolderPTLogs;FDM Logs
1;lbl$ffworkbench$launcher$treeFolderUserAdministration;Benutzerverwaltung
1;lbl$ffworkbench$launcher$treeFolderTracing;Tracing
1;lbl$ffworkbench$launcher$treeFolderOperationAdminstration;AVO Verwaltung
1;lbl$ffworkbench$launcher$treeFolderWorkplaceConfiguration;Arbeitsplatz
1;lbl$ffworkbench$launcher$treeFolderPersonalData;Personaldaten
1;lbl$ffworkbench$launcher$treeFolderShiftCalendar;Schichtkalender
1;lbl$ffworkbench$launcher$treeFolderFactoryDataCollection;Betriebsdatenerfassung
1;lbl$ffworkbench$launcher$treeFolderHarbourData;Harbour Daten
1;lbl$ffworkbench$launcher$treeFolderWorkplaceConfigurationEditors;Editoren
1;err$ffworkbench$launcher$prepareContentBean;Neue Inhaltsseite kann nicht angezeigt werden.
1;err$ffworkbench$launcher$activateContentBean;Fehler beim Wechseln zu anderer Inhaltsseite.
1;err$ffworkbench$launcher$closeContentBean;Fehler beim Schließen der aktuellen Inhaltsseite.
1;tt$ffworkbench$launcher$pinNavigator;Navigator fixieren
1;tt$ffworkbench$launcher$unpinNavigator;Navigator kollabierbar
1;tt$ffworkbench$launcher$closeContent;Inhalt schliessen
1;tt$ffworkbench$launcher$showViewerContentFrame;Zu Ansichten wechseln
1;btn$ffworkbench$launcher$viewerContentFrame;Ansichten
1;tt$ffworkbench$launcher$showEditorContentFrame;Zu Editoren wechseln
1;btn$ffworkbench$launcher$editorContentFrame;Editoren
1;title$ffworkbench$launcher$treeConfiguration;Funktions-Baum
1;title$ffworkbench$launcher$generalConfiguration;Allgemein
1;lbl$ffworkbench$accessDescriptor$openLauncherConfigurationEditor;Navigator Konfiguration editieren
1;tt$ffworkbench$workbenchFrame$increaseScaleFactor;Ansicht vergrößern
1;tt$ffworkbench$workbenchFrame$decreaseScaleFactor;Ansicht verkleinern
1;lbl$ffworkbench$workbenchFrame$scaleFactor;Zoom
1;lbl$ffworkbench$workbenchFrame$logonNameLabel;Benutzer: &1
1;title$ffworkbench$versioninfo;Version
1;tt$webtouch$versioninfo;Versionsinformation
1;title$ffworkbench$productidentifier;FORCAM FORCE™ Workbench-Client
1;tt$ffworkbench$propertyEditorPageBeanTextPopup$propotionalFont;Proportionale Schrift
1;tt$ffworkbench$propertyEditorPageBeanTextPopup$lineWrapping;Zeilenumbruch
1;tt$ffworkbench$propertyEditorPageBeanTextPopup$formatAsXml;Als XML formatieren
1;tt$ffworkbench$propertyTreeEditorPageBean$collapseBranch;Schliesse Zweig
1;tt$ffworkbench$propertyTreeEditorPageBean$expandBranch;Öffne Zweig
1;tt$ffworkbench$propertyTreeEditorPageBean$searchNameText;Suche in geöffneten Zweigen
1;tt$ffworkbench$propertyTreeEditorPageBean$searchName;Suchbegriff eingeben
1;tt$ffworkbench$propertyTreeEditorPageBean$documentationColumnHeaderText;Hilfe
1;title$ffworkbench$propertyTreeEditorPageBean$parameterDocumentation;Parameter-Hilfe
1;msg$ffworkbench$propertyTreeEditorPageBean$invalidInputFormat;Die Eingabe entspricht nicht dem erwarteten Format.
1;msg$ffworkbench$propertyTreeEditorPageBean$invalidInputFormatMsg;Die Fehlermeldung lautet: '&1'
1;lbl$ffworkbench$propertyTreeEditorPageBean$listElementCount;(&1) Listenelemente
1;mnu$ffworkbench$propertyTreeEditorPageBean$addNewComplexListElement;Neues Listenelement anfügen
1;mnu$ffworkbench$propertyTreeEditorPageBean$delAllComplexListElements;Alle Listenelemente löschen
1;mnu$ffworkbench$propertyTreeEditorPageBean$expandAllComplexListElements;Alle Listenelemente aufklappen
1;mnu$ffworkbench$propertyTreeEditorPageBean$collapseAllComplexListElements;Alle Listenelemente zusammenklappen
1;mnu$ffworkbench$propertyTreeEditorPageBean$delComplexListElement;Listenelement löschen
1;mnu$ffworkbench$propertyTreeEditorPageBean$moveUpComplexListElement;Listenelement eins höher
1;mnu$ffworkbench$propertyTreeEditorPageBean$moveDownComplexListElement;Listenelement eins tiefer
1;mnu$ffworkbench$propertyTreeEditorPageBean$addBeforeNewComplexListElement;Neues Listenelement davor
1;mnu$ffworkbench$propertyTreeEditorPageBean$addBelowNewComplexListElement;Neues Listenelement danach
1;mnu$ffworkbench$propertyTreeEditorPageBean$assignComplexType;Wert-Objekt anlegen
1;mnu$ffworkbench$propertyTreeEditorPageBean$clearComplexType;Wert-Objekt entfernen
1;mnu$ffworkbench$propertyTreeEditorPageBean$expandComplexType;Wert-Objekt aufklappen
1;mnu$ffworkbench$propertyTreeEditorPageBean$collapseComplexType;Wert-Objekt zusammenklappen
1;lbl$ffworkbench$propertyTreeEditorPageBean$complexTypeValueText;Werte-Objekt
1;lbl$ffworkbench$propertyTreeEditorPageBean$complexTypeValueTextNotAssigned;Werte-Objekt (nicht gesetzt)
1;lbl$ffworkbench$pieceTimeEditorPageBean$perPieceValueText;per
1;tt$ffworkbench$pieceTimeEditorPageBean$pieceTimeValuePrefix;Stückzeit:
1;tt$ffworkbench$pieceTimeEditorPageBean$pieceTimeValueSuffix;Sek
1;lbl$ffworkbench$pieceTimeEditorPageBean$timeValueUserHint;Zeitwert eingeben
1;lbl$ffworkbench$pieceTimeEditorPageBean$pieceValueUserHint;Mengenwert eingeben
1;title$ffworkbench$shiftTypeConfigurator$typeDefinitions;Schicht-Typ-Definitionen
1;lbl$ffworkbench$shiftType;Schicht-Typ
1;lbl$ffworkbench$shiftTypeDefinitionPageBeanUI$columnHeaderNonWorkingShiftType;Nicht-Arbeitszeit
1;lbl$ffworkbench$shiftTypeDefinitionPageBeanUI$shiftShortDescriptionAlreadyExists;Kurzbeschreibung existiert bereits
1;lbl$ffworkbench$shiftTypeDefinitionPageBeanUI$shiftDescriptionAlreadyExists;Beschreibung existiert bereits
1;err$ffworkbench$shiftTypeConfigurator$duplicateShiftType;Es existiert bereits ein Schicht-Typ mit Code=&1.
1;title$ffworkbench$enterpriseCalendar$enterpriseCalendarSearch;Kalendersuche
1;lbl$ffworkbench$accessDescriptor$enterpriseCalendarAddLine;Arbeitsfreien Tag hinzufügen
1;lbl$ffworkbench$accessDescriptor$enterpriseCalendarAddSaturdays;Samstage hinzufügen
1;lbl$ffworkbench$accessDescriptor$enterpriseCalendarAddSundays;Sonntage hinzufügen
1;lbl$ffworkbench$accessDescriptor$enterpriseCalendarDeleteLine;Kalendereintrag löschen
1;lbl$ffworkbench$accessDescriptor$enterpriseCalendarDeleteSaturdays;Samstage löschen
1;lbl$ffworkbench$accessDescriptor$enterpriseCalendarDeleteSundays;Sonntage löschen
1;lbl$ffworkbench$accessDescriptor$enterpriseCalendarDeleteAllLines;Alle Kalendereinträge löschen
1;lbl$ffworkbench$accessDescriptor$enterpriseCalendarDeleteCalendar;Gesamten Kalender löschen
1;lbl$ffworkbench$launcher$treeNodeEnterpriseCalendar;Report-Kalender
1;lbl$ffworkbench$launcher$enterpriseCalendar;Report-Kalender
1;lbl$ffworkbench$enterprisecalendar$calenderWrongCalendar;Aktueller Kalender stimmt nicht mit Tabelleneinträgen überein. Bitte zuerst eine neue Suche ausführen
1;lbl$ffworkbench$enterprisecalendar$calendarSearchDays;Arbeitsfreie Tage suchen
1;lbl$ffworkbench$enterprisecalendar$calendarFoundWorkingDays;Es wurden &1 Einträge gefunden
1;lbl$ffworkbench$enterpriseCalendar$calendarAddLine;Arbeitsfreien Tag hinzufügen
1;lbl$ffworkbench$enterpriseCalendar$calendarAddSaturdays;Samstage hinzufügen
1;lbl$ffworkbench$enterpriseCalendar$calendarAddSundays;Sonntage hinzufügen
1;lbl$ffworkbench$enterpriseCalendar$calendarDeleteLine;Kalendereintrag löschen
1;lbl$ffworkbench$enterpriseCalendar$calendarDeleteSaturdays;Samstage löschen
1;lbl$ffworkbench$enterpriseCalendar$calendarDeleteSundays;Sonntage löschen
1;lbl$ffworkbench$enterpriseCalendar$calendarDeleteAllLines;Alle Kalendereinträge löschen
1;lbl$ffworkbench$enterpriseCalendar$calendarDeleteCalendar;Gesamten Kalender löschen
1;lbl$ffworkbench$enterpriseCalendar$calendarDeleteSaturdaysPopup;Samstage löschen?
1;lbl$ffworkbench$enterpriseCalendar$calendarDeleteSundaysPopup;Sonntage löschen?
1;lbl$ffworkbench$enterpriseCalendar$calendarDeleteAllLinesPopup;Kalendereinträge löschen?
1;lbl$ffworkbench$enterpriseCalendar$calendarDeleteCalendarPopup;Gesamten Kalender löschen?
1;msg$ffworkbench$enterpriseCalendar$calendarDeleteSaturdaysPopupText;Sollen alle Samstage des aktuellen Jahres gelöscht werden?
1;msg$ffworkbench$enterpriseCalendar$calendarDeleteSundaysPopupText;Sollen alle Sonntage des aktuellen Jahres gelöscht werden?
1;msg$ffworkbench$enterpriseCalendar$calendarDeleteAllLinesPopupText;Sollen alle Kalendereinträge gelöscht werden?
1;msg$ffworkbench$enterpriseCalendar$calendarDeleteCalendarPopupText;Soll der gesamte Kalender &1 gelöscht werden? Dies kann nicht rückgängig gemacht werden!
1;err$ffworkbench$enterprisecalendar$calendarNoMnemonicSelected;Kein Kalenderkürzel ausgewählt
1;err$ffworkbench$enterprisecalendar$calendarNoYearSelected;Kein Kalenderjahr ausgewählt
1;err$ffworkbench$enterprisecalendar$calendarNoData;Keine Einträge gefunden
1;err$ffworkbench$enterpriseCalender$calendarNoDataInGrid;Keine Daten in der Tabelle vorhanden
1;title$ffworkbench$businessYearDef$businessYearDef;Geschäftsjahrdefinition
1;lbl$ffworkbench$accessDescriptor$businessYearAdd;Geschäftsjahr hinzufügen
1;lbl$ffworkbench$accessDescriptor$businessYearDelete;Geschäftsjahr löschen
1;lbl$ffworkbench$BusinessYearDef$businessYearMnemonic;Kennung
1;lbl$ffworkbench$BusinessYearDef$businessYearAdd;Geschäftsjahr hinzufügen
1;lbl$ffworkbench$BusinessYearDef$businessYearDelete;Geschäftsjahr löschen
1;tt$ffworkbench$hierarchyChooserDialogPageBean$deleteInput;Eingabe löschen
1;title$ffworkbench$hierarchychooser$chooser;Arbeitsplatz-Auswahl
1;err$ffworkbench$failureWhileReadingUsers;Fehler beim Lesen von Benutzern.
1;err$ffworkbench$failureReadingRoles;Fehler beim Lesen von Rollen.
1;lbl$ffworkbench$roles;Rollen
1;lbl$ffworkbench$hierarchyUnits;Organisatorische Einheiten
1;lbl$ffworkbench$changePassword;Passwort ändern
1;err$ffworkbench$failureChangingPassword;Fehler beim Ändern des Passwortes.
1;msg$ffworkbench$changedPasswordSuccessfully;Das Passwort wurde geändert.
